Course Code,Course Title,HEI Code,HEI,R1 Points,Year,ISCED
TU828,Mechanical Engineering (General Entry),TU,Technological University Dublin,300,2021,Engineering and engineering trades
TU829,Electronic Engineering (General Entry),TU,Technological University Dublin,248,2021,Engineering and engineering trades
TU831,Architectural Technology,TU,Technological University Dublin,423,2021,Architecture and construction
TU832,Architecture (Suitability Test and Interview),TU,Technological University Dublin,644,2021,Architecture and construction
TU833,Construction Management,TU,Technological University Dublin,396,2021,Architecture and construction
TU834,Geographic Science,TU,Technological University Dublin,315,2021,Architecture and construction
TU835,Planning and Environmental Management,TU,Technological University Dublin,330,2021,Architecture and construction
TU836,Property Economics (Valuation Surveying),TU,Technological University Dublin,411,2021,Architecture and construction
TU837,Quantity Surveying and Construction Economics,TU,Technological University Dublin,413,2021,Architecture and construction
TU838,Sustainable Timber Technology,TU,Technological University Dublin,307,2021,Environment
TU851,"Analytical Chemistry (Environmental, Forensic and Pharmaceutical)",TU,Technological University Dublin,400,2021,Environment
TU852,Chemical Sciences with Medicinal Chemistry,TU,Technological University Dublin,477,2021,Physical sciences
TU854,Science (General Entry),TU,Technological University Dublin,510,2021,Biological and related sciences
TU855,Science with Nanotechnology,TU,Technological University Dublin,322,2021,Physical sciences
TU856,Computer Science,TU,Technological University Dublin,499,2021,Information and Communication Technologies (ICTs)
TU857,Computer Science (Infrastructure),TU,Technological University Dublin,403,2021,Information and Communication Technologies (ICTs)
TU858,Computer Science (International),TU,Technological University Dublin,395,2021,Information and Communication Technologies (ICTs)
TU859,Computing,TU,Technological University Dublin,251,2021,Information and Communication Technologies (ICTs)
TU860,Computing (Information Technology),TU,Technological University Dublin,270,2021,Information and Communication Technologies (ICTs)
TU861,Computing with Language (French/German/Spanish),TU,Technological University Dublin,235,2021,Information and Communication Technologies (ICTs)
TU862,Computing with Artificial Intelligence Machine Learning,TU,Technological University Dublin,262,2021,Information and Communication Technologies (ICTs)
TU863,Digital Forensics and Cyber Security,TU,Technological University Dublin,282,2021,Information and Communication Technologies (ICTs)
TU864,DNA and Forensic Analysis,TU,Technological University Dublin,500,2021,Biological and related sciences
TU865,Cloud Computing,TU,Technological University Dublin,235,2021,Information and Communication Technologies (ICTs)
TU866,Biomedical and Molecular Diagnostics,TU,Technological University Dublin,522,2021,Health
TU867,Biomedical Science,TU,Technological University Dublin,576,2021,Health
TU868,Clinical Measurement Science,TU,Technological University Dublin,542,2021,Health
TU869,Environmental Health,TU,Technological University Dublin,387,2021,Hygiene and occupational health services
TU870,Human Nutrition and Dietetics,TU,Technological University Dublin,601,2021,Health
TU871,Optometry,TU,Technological University Dublin,532,2021,Health
TU872,Public Health Nutrition,TU,Technological University Dublin,487,2021,Biological and related sciences
TU874,Mathematical Sciences,TU,Technological University Dublin,294,2021,Mathematics and statistics
TU875,Pharmaceutical Healthcare,TU,Technological University Dublin,451,2021,Biological and related sciences
TU876,Pharmaceutical Science,TU,Technological University Dublin,445,2021,Biological and related sciences
TU877,Physics Technology,TU,Technological University Dublin,314,2021,Physical sciences
TU878,Physics with Energy and Environment,TU,Technological University Dublin,339,2021,Physical sciences
TU879,Physics with Medical Physics and Bioengineering,TU,Technological University Dublin,346,2021,Health
TU880,Physics with Data Science,TU,Technological University Dublin,412,2021,Physical sciences
TU881,Food Innovation,TU,Technological University Dublin,309,2021,Manufacturing and processing
TU882,Nutraceuticals in Health and Nutrition,TU,Technological University Dublin,380,2021,Biological and related sciences
TU902,Business (options),TU,Technological University Dublin,270,2021,Business and administration
TU903,Business and Management,TU,Technological University Dublin,477,2021,Business and administration
TU904,Business and Law,TU,Technological University Dublin,462,2021,Business and administration
TU905,Economics and Finance,TU,Technological University Dublin,460,2021,Social and behavioural sciences
TU906,Human Resource Management,TU,Technological University Dublin,386,2021,Business and administration
TU907,Logistics and Supply Chain Management,TU,Technological University Dublin,300,2021,Business and administration
TU910,Accounting,TU,Technological University Dublin,420,2021,Business and administration
TU912,Business Analytics,TU,Technological University Dublin,331,2021,Information and Communication Technologies (ICTs)
TU914,Business Computing,TU,Technological University Dublin,322,2021,Information and Communication Technologies (ICTs)
TU917,Law (LLB ) with a Language,TU,Technological University Dublin,356,2021,Law
TU918,Law (LLB),TU,Technological University Dublin,463,2021,Law
TU919,Advertising and Marketing Communications,TU,Technological University Dublin,219,2021,Business and administration
TU920,Digital Marketing,TU,Technological University Dublin,270,2021,Business and administration
TU921,Digital Marketing Technologies,TU,Technological University Dublin,230,2021,Business and administration
TU922,Marketing,TU,Technological University Dublin,412,2021,Business and administration
TU924,E-Commerce in Retailing,TU,Technological University Dublin,307,2021,Business and administration
TU925,Retail and Services Management,TU,Technological University Dublin,307,2021,Business and administration
TU932,Business (options),TU,Technological University Dublin,211,2021,Business and administration
TU933,Accounting and Finance (campus options),TU,Technological University Dublin,251,2021,Business and administration
TU935,Sports Management and Coaching,TU,Technological University Dublin,300,2021,Personal services
TU936,Sports Science and Health,TU,Technological University Dublin,484,2021,Biological and related sciences
TU941,Botanical Cuisine,TU,Technological University Dublin,311,2021,Personal services
TU942,Culinary Arts,TU,Technological University Dublin,252,2021,Personal services
TU943,Culinary Entrepreneurship,TU,Technological University Dublin,261,2021,Personal services
TU944,Culinary Science,TU,Technological University Dublin,336,2021,Personal services
TU951,International Hospitality and Tourism Management,TU,Technological University Dublin,244,2021,Personal services
TU952,International Hospitality Management,TU,Technological University Dublin,309,2021,Personal services
TU953,Tourism and Digital Marketing,TU,Technological University Dublin,308,2021,Personal services
TU954,Event Management,TU,Technological University Dublin,326,2021,Personal services
TU955,Sports and Leisure Management,TU,Technological University Dublin,275,2021,Personal services
TU961,Commercial Modern Music (BIMM - assessment/audition),TU,Technological University Dublin,536,2021,Arts
TU962,"Drama (Performance, audition)",TU,Technological University Dublin,448,2021,Arts
TU963,Music (audition),TU,Technological University Dublin,364,2021,Arts
TU965,International Business and Languages,TU,Technological University Dublin,357,2021,Business and administration
TU967,Languages and International Tourism,TU,Technological University Dublin,298,2021,Arts
TU973,Design - Visual Communication (portfolio),TU,Technological University Dublin,700,2021,Arts
TU974,Fine Art (portfolio),TU,Technological University Dublin,549,2021,Arts
TU975,Interior Design (portfolio),TU,Technological University Dublin,544,2021,Arts
TU976,Photography (portfolio),TU,Technological University Dublin,700,2021,Arts
TU978,Creative Industries and Visual Culture,TU,Technological University Dublin,299,2021,Arts
TU981,Creative Digital Media,TU,Technological University Dublin,280,2021,Arts
TU982,Media Production and Digital Arts,TU,Technological University Dublin,369,2021,Arts
TU983,Film and Broadcasting,TU,Technological University Dublin,462,2021,Arts
TU984,Game Design,TU,Technological University Dublin,414,2021,Information and Communication Technologies (ICTs)
TU985,Journalism,TU,Technological University Dublin,367,2021,Journalism and information
TU989,Early Childhood Care and Education (campus options),TU,Technological University Dublin,270,2021,Education
TU991,Applied Social Studies in Social Care,TU,Technological University Dublin,326,2021,Welfare
TU992,Community Development and Youth Work,TU,Technological University Dublin,251,2021,Social and behavioural sciences
TU995,Early Childhood Education,TU,Technological University Dublin,378,2021,Education
TU996,Social Care,TU,Technological University Dublin,407,2021,Social and behavioural sciences
TU997,Applied Social Care,TU,Technological University Dublin,320,2021,Welfare
TR002,Music,TR,Trinity College Dublin,508,2021,Arts
TR003,History,TR,Trinity College Dublin,552,2021,Humanities (except languages)
TR004,Law,TR,Trinity College Dublin,590,2021,Law
TR005,Philosophy,TR,Trinity College Dublin,510,2021,Humanities (except languages)
TR006,Psychology,TR,Trinity College Dublin,601,2021,Social and behavioural sciences
TR007,Clinical Speech and Language Studies,TR,Trinity College Dublin,564,2021,Health
TR009,Music Education,TR,Trinity College Dublin,496,2021,Education
TR015,"Philosophy, Political Science, Economics and Sociology",TR,Trinity College Dublin,613,2021,Social and behavioural sciences
TR016,Deaf Studies,TR,Trinity College Dublin,389,2021,Languages
TR018,Law and French,TR,Trinity College Dublin,602,2021,Law
TR019,Law and German,TR,Trinity College Dublin,577,2021,Law
TR021,"Classics, Ancient History and Archaeology",TR,Trinity College Dublin,467,2021,Humanities (except languages)
TR022,Early and Modern Irish,TR,Trinity College Dublin,377,2021,Languages
TR023,English Studies,TR,Trinity College Dublin,546,2021,Languages
TR024,European Studies,TR,Trinity College Dublin,566,2021,Humanities (except languages)
TR025,Drama and Theatre Studies,TR,Trinity College Dublin,543,2021,Arts
TR028,Ancient and Medieval History and Culture,TR,Trinity College Dublin,498,2021,Humanities (except languages)
TR031,Mathematics,TR,Trinity College Dublin,579,2021,Mathematics and statistics
TR032,Engineering,TR,Trinity College Dublin,556,2021,Engineering and engineering trades
TR033,Computer Science,TR,Trinity College Dublin,566,2021,Information and Communication Technologies (ICTs)
TR034,Management Science and Information Systems Studies,TR,Trinity College Dublin,625,2021,Business and administration
TR035,Theoretical Physics,TR,Trinity College Dublin,590,2021,Physical sciences
TR038,Engineering with Management,TR,Trinity College Dublin,589,2021,Engineering and engineering trades
TR039,"Computer Science, Linguistics and a Language",TR,Trinity College Dublin,443,2021,Information and Communication Technologies (ICTs)
TR040,Middle Eastern and European Languages and Cultures,TR,Trinity College Dublin,520,2021,Languages
TR041,Religion,TR,Trinity College Dublin,417,2021,Humanities (except languages)
TR042,Film,TR,Trinity College Dublin,531,2021,Arts
TR043,History of Art and Architecture,TR,Trinity College Dublin,498,2021,Humanities (except languages)
